Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
550722380	25106	N	56	AVE	PHOENIX	ARIZONA	85083	1/9/2012 12:00:00 AM
550761389	603	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
550808285	15614	N	185	AVE	SURPRISE	ARIZONA	85388	2/23/2012 12:00:00 AM
550962385	2000	S	APACHE SYCAMORE	RD	BUCKEYE	ARIZONA	85326	3/12/2012 12:00:00 AM
550987288	10148	W	SUGAR SAND	LN	PEORIA	ARIZONA	85383	9/16/2011 12:00:00 AM
551052385	5708	W	GREENBRIAR	DR	GLENDALE	ARIZONA	85308	12/22/2011 12:00:00 AM
551139283	13048	W	RANCHO SANTA FE	BLVD	AVONDALE	ARIZONA	85392	6/1/2011 12:00:00 AM
551212384	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
551232382	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/8/2012 12:00:00 AM
551238286	21655	N	37	TER	PHOENIX	ARIZONA	85050	1/6/2012 12:00:00 AM
551291388	35	 	EL CAMINO POQUITO	 	SEDONA	ARIZONA	86336	6/3/2011 12:00:00 AM
551362383	24	 	WOLVERINE	ST	BISBEE	ARIZONA	85603	2/7/2012 12:00:00 AM
551518281	13345	W	OYER	LN	PEORIA	ARIZONA	85383	11/28/2011 12:00:00 AM
551648287	709	W	12	ST	SOMERTON	ARIZONA	85350	12/27/2010 12:00:00 AM
551712387	9023	 	RIVERSIDE	DR	PARKER	ARIZONA	85344	9/28/2011 12:00:00 AM
551832382	1213	 	LINWOOD	AVE	PRESCOTT	ARIZONA	86305	4/2/2012 12:00:00 AM
551832384	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
551841388	51347	W	WILLIAMS	RD	AGUILA	ARIZONA	85320	10/29/2010 12:00:00 AM
552141382	9601	E	VALLEY	RD	PRESCOTT VALLEY	ARIZONA	86314	5/2/2011 12:00:00 AM
552310387	129	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/23/2011 12:00:00 AM
552312385	7435	E	PRINCESS	DR	SCOTTSDALE	ARIZONA	85255	2/22/2012 12:00:00 AM
552511385	1900	W	30	ST	YUMA	ARIZONA	85364	11/16/2010 12:00:00 AM
552568285	13991	W	GRAND	AVE	SURPRISE	ARIZONA	85374	7/19/2011 12:00:00 AM
552661389	18638	N	THOMPSON PEAK	PKWY	SCOTTSDALE	ARIZONA	85255	2/15/2011 12:00:00 AM
552769280	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	11/19/2010 12:00:00 AM
552851380	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/14/2011 12:00:00 AM
552917286	14238	W	CORONADO	RD	GOODYEAR	ARIZONA	85395	6/9/2011 12:00:00 AM
552962385	729B	 	4	ST	PRESCOTT	ARIZONA	86301	3/7/2012 12:00:00 AM
553122381	1470	N	CENTRAL	 	QUARTZSITE	ARIZONA	85346	11/16/2011 12:00:00 AM
553332382	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
553361381	276	W	32	ST	YUMA	ARIZONA	85364	12/27/2010 12:00:00 AM
553428287	13631	W	CREOSOTE	DR	PEORIA	ARIZONA	85383	7/29/2011 12:00:00 AM
553531384	1500	 	COPPER CANYON	DR	PRESCOTT	ARIZONA	86303	1/5/2011 12:00:00 AM
553730382	19166	W	MONROE	ST	BUCKEYE	ARIZONA	85326	4/11/2012 12:00:00 AM
553751385	14516	S	179	AVE	GOODYEAR	ARIZONA	85338	1/25/2011 12:00:00 AM
553832387	671	N	137	AVE	GOODYEAR	ARIZONA	85338	10/24/2011 12:00:00 AM
553858289	5557	W	MINE	TRL	PHOENIX	ARIZONA	85083	9/12/2011 12:00:00 AM
553930387	680	 	BABBLING BROOK	DR	PRESCOTT	ARIZONA	86303	12/8/2010 12:00:00 AM
554389284	550	S	BINGHAM	DR	SOMERTON	ARIZONA	85350	9/2/2011 12:00:00 AM
554389287	3711	E	SAN FRANCISCO	ST	SAN LUIS	ARIZONA	85349	1/31/2012 12:00:00 AM
554461384	 	 	TABLE TOP MTN	 	PRESCOTT	ARIZONA	86305	1/18/2011 12:00:00 AM
554461386	6511	E	LINCOLN	DR	PARADISE VALLEY	ARIZONA	85253	1/24/2011 12:00:00 AM
554471383	13595	N	HAWTHORN	DR	GLENDALE	ARIZONA	85304	3/7/2011 12:00:00 AM
554528285	11250	 	HIGHWAY 69	 	DEWEY	ARIZONA	86327	2/2/2012 12:00:00 AM
554530388	68	 	SUNFLOWER	LN	QUARTZSITE	ARIZONA	85346	11/8/2010 12:00:00 AM
554651385	9159	E	STAGECOACH PASS	RD	CAREFREE	ARIZONA	85377	2/1/2012 12:00:00 AM
554669284	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	11/19/2010 12:00:00 AM
554812383	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
554841388	1427	N	HIGHLAND	RD	DATELAND	ARIZONA	85333	11/8/2010 12:00:00 AM
554858284	5563	W	MINE	TRL	PHOENIX	ARIZONA	85083	2/3/2011 12:00:00 AM
554917281	20862	W	EASTVIEW	WAY	BUCKEYE	ARIZONA	85396	3/14/2011 12:00:00 AM
555270389	5805	E	JAKE HAVEN	 	CAVE CREEK	ARIZONA	85331	3/19/2012 12:00:00 AM
555322383	8199	E	MONTEZUMA	RD	CAREFREE	ARIZONA	85377	11/16/2011 12:00:00 AM
555342385	42861	 	LA POSA	 	BOUSE	ARIZONA	85325	11/17/2011 12:00:00 AM
555371383	501	 	PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
555438288	5114	N	191	DR	LITCHFIELD PARK	ARIZONA	85340	9/19/2011 12:00:00 AM
555497284	21320	N	56	ST	PHOENIX	ARIZONA	85054	11/12/2010 12:00:00 AM
555570386	5727	E	JAKE HAVEN	 	CAVE CREEK	ARIZONA	85331	3/13/2012 12:00:00 AM
555632387	26800	N	WOODY	DR	PAULDEN	ARIZONA	86334	11/16/2011 12:00:00 AM
555640389	15257	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85254	3/27/2012 12:00:00 AM
555661384	4576	S	JOJOBA	AVE	YUMA	ARIZONA	85365	1/24/2011 12:00:00 AM
555742382	30414	N	72	PL	SCOTTSDALE	ARIZONA	85266	1/23/2012 12:00:00 AM
555761386	16318	W	CHEERY LYNN	RD	GOODYEAR	ARIZONA	85395	11/4/2011 12:00:00 AM
555841382	5911	E	FOOTHILLS	DR	PARADISE VALLEY	ARIZONA	85253	3/21/2012 12:00:00 AM
555932388	1026	W	TC MOENAVE	RD	TUBA CITY	ARIZONA	86045	10/17/2011 12:00:00 AM
555980388	1627	W	AF ISABELLA	LN	ASH FORK	ARIZONA	86320	10/28/2010 12:00:00 AM
556022383	40	 	BLAZING STAR	TRL	SEDONA	ARIZONA	86351	9/28/2011 12:00:00 AM
556127282	27555	N	ALMA SCHOOL	RD	SCOTTSDALE	ARIZONA	85262	4/6/2011 12:00:00 AM
556561389	431	E	2	AVE	AJO	ARIZONA	85321	2/8/2011 12:00:00 AM
556911388	29214	N	129	AVE	PEORIA	ARIZONA	85383	1/21/2011 12:00:00 AM
557119283	17675	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	4/15/2011 12:00:00 AM
557132382	16220	N	7	ST	PHOENIX	ARIZONA	85022	11/22/2011 12:00:00 AM
557141388	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
557351384	5931	E	MOCKINGBIRD	LN	PARADISE VALLEY	ARIZONA	85253	3/23/2012 12:00:00 AM
557359281	1859	S	237	DR	BUCKEYE	ARIZONA	85326	12/17/2010 12:00:00 AM
557448282	20499	N	98	PL	SCOTTSDALE	ARIZONA	85255	7/8/2011 12:00:00 AM
557451386	124	E	VIASTA DEL CERRO	DR	TEMPE	ARIZONA	85281	12/29/2010 12:00:00 AM
557511380	275	 	TARGA	TRL	QUARTZSITE	ARIZONA	85346	3/11/2011 12:00:00 AM
557632386	14662	W	BELL	RD	SURPRISE	ARIZONA	85374	10/21/2011 12:00:00 AM
557751385	1111	S	PLAZA	WAY	FLAGSTAFF	ARIZONA	86001	6/20/2011 12:00:00 AM
557839289	23115	N	40	WAY	PHOENIX	ARIZONA	85050	2/10/2011 12:00:00 AM
557876286	17082	N	184	LN	SURPRISE	ARIZONA	85374	3/21/2011 12:00:00 AM
558009288	9551	W	ALBERT	LN	PEORIA	ARIZONA	85382	5/12/2011 12:00:00 AM
558012388	10212	W	JOMAX	RD	PEORIA	ARIZONA	85383	7/29/2011 12:00:00 AM
558087288	13331	W	INDIAN SCHOOL	 	LITCHFIELD PARK	ARIZONA	85340	1/31/2012 12:00:00 AM
558217287	16530	W	WINDSOR	AVE	GOODYEAR	ARIZONA	85395	8/3/2011 12:00:00 AM
558230389	21549	E	HOMESTEAD	DR	RED ROCK	ARIZONA	85145	10/24/2011 12:00:00 AM
558271385	127	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
558289280	3724	E	LOS OLIVOS	DR	SAN LUIS	ARIZONA	85349	5/10/2011 12:00:00 AM
558417284	20643	W	RIDGE	RD	BUCKEYE	ARIZONA	85396	11/3/2010 12:00:00 AM
558611389	29263	N	129	AVE	PEORIA	ARIZONA	85383	2/29/2012 12:00:00 AM
558701383	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
558781389	902	W	TC ARIZONA	BLVD	TUBA CITY	ARIZONA	86045	4/22/2011 12:00:00 AM
558952382	34975	N	NORTH VALLEY	PKWY	PHOENIX	ARIZONA	85086	3/22/2012 12:00:00 AM
559008284	17931	W	EL CAMINITO	DR	WADDELL	ARIZONA	85355	2/24/2011 12:00:00 AM
559012389	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
559071384	11701	S	AVENUE 9E	 	YUMA	ARIZONA	85365	2/22/2011 12:00:00 AM
559140389	19160	W	MONROE	ST	BUCKEYE	ARIZONA	85326	1/10/2012 12:00:00 AM
559328287	18231	N	CANAL	DR	SURPRISE	ARIZONA	85374	11/30/2011 12:00:00 AM
559358283	20481	N	98	ST	SCOTTSDALE	ARIZONA	85255	11/10/2011 12:00:00 AM
559497284	21320	N	56	ST	PHOENIX	ARIZONA	85054	11/12/2010 12:00:00 AM
559522382	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
559541382	9957	W	SUGAR SAND	LN	PEORIA	ARIZONA	85383	8/10/2011 12:00:00 AM
559622383	3155	S	AVENUE B	 	YUMA	ARIZONA	85364	10/3/2011 12:00:00 AM
559766286	17776	W	IVY	LN	SURPRISE	ARIZONA	85388	1/9/2012 12:00:00 AM
559777285	9250	W	BUCKHORN	TRL	PEORIA	ARIZONA	85383	12/13/2010 12:00:00 AM
559962383	615	E	WEBER	DR	TEMPE	ARIZONA	85281	3/1/2012 12:00:00 AM
560079281	17081	W	GREENWAY	RD	SURPRISE	ARIZONA	85388	3/30/2011 12:00:00 AM
560238286	21818	N	37	TER	PHOENIX	ARIZONA	85050	10/27/2010 12:00:00 AM
560308286	17928	W	ECHO	LN	WADDELL	ARIZONA	85355	1/26/2011 12:00:00 AM
560391389	1891	N	TREKELL	RD	CASA GRANDE	ARIZONA	85122	6/14/2011 12:00:00 AM
560438280	5127	N	191	DR	LITCHFIELD PARK	ARIZONA	85340	3/30/2011 12:00:00 AM
560512380	42130	 	VICKSBURG	RD	SALOME	ARIZONA	85348	8/2/2011 12:00:00 AM
560528282	21411	N	37	RUN	PHOENIX	ARIZONA	85050	12/20/2011 12:00:00 AM
560547280	16221	W	BERKELEY	RD	GOODYEAR	ARIZONA	85395	3/31/2011 12:00:00 AM
560851384	320	W	ERIE	 	HOLBROOK	ARIZONA	86025	12/17/2010 12:00:00 AM
560931388	18033	W	TECOMA	RD	GOODYEAR	ARIZONA	85338	9/20/2011 12:00:00 AM
561159280	3265	S	AVENUE 3 3/4E	 	YUMA	ARIZONA	85365	12/3/2010 12:00:00 AM
561311384	33532	N	HAYDEN	RD	SCOTTSDALE	ARIZONA	85266	1/25/2012 12:00:00 AM
561472386	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
561590386	23402	N	92	ST	SCOTTSDALE	ARIZONA	85255	12/30/2011 12:00:00 AM
561712384	31633	N	60	ST	CAVE CREEK	ARIZONA	85331	9/20/2011 12:00:00 AM
561871383	6153	E	45	RD	YUMA	ARIZONA	85365	7/14/2011 12:00:00 AM
562128282	17014	W	GIBSON	LN	GOODYEAR	ARIZONA	85338	7/13/2011 12:00:00 AM
562181385	12888	W	BROOKHART	WAY	PEORIA	ARIZONA	85383	8/23/2011 12:00:00 AM
562331381	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	10/26/2010 12:00:00 AM
562408287	12886	W	VIA CABALLO BLANCO	 	PEORIA	ARIZONA	85383	9/2/2011 12:00:00 AM
562538283	22722	N	123	DR	SUN CITY WEST	ARIZONA	85375	3/29/2011 12:00:00 AM
562661388	13799	W	THUNDERBIRD	BLVD	SUN CITY	ARIZONA	85351	1/21/2011 12:00:00 AM
562662387	1247	S	MARICOPA	 	FLAGSTAFF	ARIZONA	86001	3/1/2012 12:00:00 AM
562681389	175-D	 	HOTEVILLA              3M	 	HOTEVILLA	ARIZONA	86030	4/18/2011 12:00:00 AM
562691383	221	 	BREWER	RD	SEDONA	ARIZONA	86336	5/20/2011 12:00:00 AM
562808289	2411	N	RILEY	RD	BUCKEYE	ARIZONA	85396	3/23/2012 12:00:00 AM
562861380	113	 	COUNTY ROAD 7156C	 	HOLBROOK	ARIZONA	86025	1/26/2011 12:00:00 AM
563051388	21050	N	TATUM	 	PHOENIX	ARIZONA	85050	10/29/2010 12:00:00 AM
563197280	13152	N	147	LN	SURPRISE	ARIZONA	85379	2/23/2011 12:00:00 AM
563287285	14903	W	GEORGIA	DR	SURPRISE	ARIZONA	85379	12/14/2011 12:00:00 AM
563391380	4705	E	CAREFREE	HWY	CAVE CREEK	ARIZONA	85331	5/25/2011 12:00:00 AM
563571381	702	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
563718281	17553	W	LARKSPUR	DR	SURPRISE	ARIZONA	85388	11/29/2011 12:00:00 AM
563771380	360	E	MAIN	 	QUARTZSITE	ARIZONA	85346	3/10/2011 12:00:00 AM
563928287	853	N	HIGHWAY 89	 	CHINO VALLEY	ARIZONA	86323	11/18/2010 12:00:00 AM
564112386	1376	E	COTTONWOOD	LN	CASA GRANDE	ARIZONA	85122	7/29/2011 12:00:00 AM
564191389	8114	 	RALLS	DR	PINE	ARIZONA	85544	5/17/2011 12:00:00 AM
564197283	18885	N	REEMS	RD	SURPRISE	ARIZONA	85374	9/22/2011 12:00:00 AM
564228280	21020	W	SAIDE	CT	BUCKEYE	ARIZONA	85396	9/16/2011 12:00:00 AM
564318280	11544	E	24	PL	YUMA	ARIZONA	85367	7/7/2011 12:00:00 AM
564457289	18322	W	PURDUE	AVE	WADDELL	ARIZONA	85355	5/27/2011 12:00:00 AM
564462380	615	E	WEBER	DR	TEMPE	ARIZONA	85281	3/1/2012 12:00:00 AM
564569289	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/2/2010 12:00:00 AM
564609289	846	N	PUEBLO	DR	CASA GRANDE	ARIZONA	85122	11/8/2011 12:00:00 AM
564621389	7480	W	PATRIOT	WAY	FLORENCE	ARIZONA	85132	9/14/2011 12:00:00 AM
564712387	2105	 	HIGHWAY 60	 	GLOBE	ARIZONA	85501	8/8/2011 12:00:00 AM
564801380	26717	N	SWEET PEA BUD	LN	PAULDEN	ARIZONA	86334	5/25/2011 12:00:00 AM
564812383	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
564841384	2852	 	JERRY	ST	PRESCOTT	ARIZONA	86301	11/16/2010 12:00:00 AM
564851387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/12/2011 12:00:00 AM
564861387	16501	N	EL MIRAGE	RD	SURPRISE	ARIZONA	85378	1/31/2011 12:00:00 AM
564931381	18041	W	TECOMA	RD	GOODYEAR	ARIZONA	85338	11/9/2011 12:00:00 AM
564970383	10608	E	PARADISE	LN	SCOTTSDALE	ARIZONA	85255	12/2/2011 12:00:00 AM
565232380	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
565232386	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
565249284	3400	N	DYSART	RD	AVONDALE	ARIZONA	85392	7/6/2011 12:00:00 AM
565397284	16805	W	HAMMOND	ST	GOODYEAR	ARIZONA	85338	7/29/2011 12:00:00 AM
565452381	43711	 	RALEIGH	WAY	NEW RIVER	ARIZONA	85087	1/31/2012 12:00:00 AM
565697287	16129	N	21	LN	PHOENIX	ARIZONA	85023	8/1/2011 12:00:00 AM
565871387	300	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/2/2011 12:00:00 AM
565938288	14771	S	LUNA	CIR	LITCHFIELD PARK	ARIZONA	85340	7/13/2011 12:00:00 AM
565977286	27263	N	93	AVE	PEORIA	ARIZONA	85383	12/9/2010 12:00:00 AM
566032384	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
566181387	12910	W	BROOKHART	WAY	PEORIA	ARIZONA	85383	3/21/2012 12:00:00 AM
566371386	5036	 	BEAR TRAIL	 	PINE	ARIZONA	85544	2/22/2011 12:00:00 AM
566491381	2650	E	ROUTE 66	 	FLAGSTAFF	ARIZONA	86004	5/12/2011 12:00:00 AM
566571382	279	E	TALL TREE	ST	WILLIAMS	ARIZONA	86046	5/11/2011 12:00:00 AM
566722385	5524	W	BUCKSKIN	TRL	PHOENIX	ARIZONA	85083	1/23/2012 12:00:00 AM
566751380	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
566775281	12941	W	RED FOX	RD	PEORIA	ARIZONA	85383	11/19/2010 12:00:00 AM
566802385	615	E	WEBER	DR	TEMPE	ARIZONA	85281	7/8/2011 12:00:00 AM
567071388	706	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
567071389	4425	N	SADDLEBAG	 	SCOTTSDALE	ARIZONA	85251	2/25/2011 12:00:00 AM
567251386	3400	S	KOFA	DR	FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
567261383	7816	 	HIGHLAND	 	SCOTTSDALE	ARIZONA	85251	12/20/2010 12:00:00 AM
567312387	10320	N	SCOTTSDALE	RD	PARADISE VALLEY	ARIZONA	85253	8/19/2011 12:00:00 AM
567332388	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
567567285	17776	W	VOLTAIRE	ST	SURPRISE	ARIZONA	85388	8/24/2011 12:00:00 AM
567781380	42441	N	SPUR CROSS	RD	CAVE CREEK	ARIZONA	85331	5/20/2011 12:00:00 AM
567861385	8420	N	DP SLAYTON RANCH	RD	FLAGSTAFF	ARIZONA	86004	8/8/2011 12:00:00 AM
567961386	607	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
568181388	28768	 	129	LN	PEORIA	ARIZONA	85383	5/27/2011 12:00:00 AM
568212380	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
568271388	127	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
568289280	3821	E	LOS OLIVOS	DR	SAN LUIS	ARIZONA	85349	3/27/2012 12:00:00 AM
568465283	18673	 	AVENUE D	 	SOMERTON	ARIZONA	85350	3/22/2012 12:00:00 AM
568541389	17530	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	1/6/2012 12:00:00 AM
568697289	26831	N	54	LN	PHOENIX	ARIZONA	85083	11/3/2011 12:00:00 AM
568822389	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
568828286	2312	N	ALSAP	DR	BUCKEYE	ARIZONA	85396	2/16/2012 12:00:00 AM
568832380	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
568870380	11592	N	91	ST	SCOTTSDALE	ARIZONA	85260	2/22/2012 12:00:00 AM
569012389	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
569181381	12918	W	BROOKHART	WAY	PEORIA	ARIZONA	85383	3/24/2011 12:00:00 AM
569262383	6819	N	16	ST	PHOENIX	ARIZONA	85016	2/14/2012 12:00:00 AM
569442380	10042	W	PATRICK	LN	PEORIA	ARIZONA	85383	2/10/2012 12:00:00 AM
569508281	10546	S	AVENUE 14E	 	YUMA	ARIZONA	85367	9/20/2011 12:00:00 AM
569751386	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/12/2011 12:00:00 AM
569822382	15351	W	BELL	RD	SURPRISE	ARIZONA	85374	10/10/2011 12:00:00 AM
569926287	3265	N	162	DR	GOODYEAR	ARIZONA	85395	5/10/2011 12:00:00 AM
570142382	7836	E	FALLA BELLA	WAY	PRESCOTT VALLEY	ARIZONA	86315	12/2/2011 12:00:00 AM
570177286	11201	N	EL MIRAGE	RD	EL MIRAGE	ARIZONA	85335	3/30/2012 12:00:00 AM
570241386	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
570357287	1242	 	SARAFINA	DR	PRESCOTT	ARIZONA	86301	11/22/2011 12:00:00 AM
570531385	871	 	MAVERICK MOUNTAIN	TRL	PRESCOTT	ARIZONA	86303	11/24/2010 12:00:00 AM
570561389	16326	W	CHEERY LYNN	RD	GOODYEAR	ARIZONA	85395	8/3/2011 12:00:00 AM
570589286	515	S	BINGHAM	DR	SOMERTON	ARIZONA	85350	12/7/2011 12:00:00 AM
570837284	10792	S	MADERO	ST	YUMA	ARIZONA	85367	3/12/2012 12:00:00 AM
570958280	14580	S	182	LN	GOODYEAR	ARIZONA	85338	12/13/2011 12:00:00 AM
571422387	1650	W	MARICOPA	ST	PHOENIX	ARIZONA	85007	8/30/2011 12:00:00 AM
571542388	41162	N	109	PL	SCOTTSDALE	ARIZONA	85262	12/5/2011 12:00:00 AM
571649282	1843	S	237	DR	BUCKEYE	ARIZONA	85326	2/2/2012 12:00:00 AM
571652386	5850	W	BELL	RD	GLENDALE	ARIZONA	85308	2/15/2012 12:00:00 AM
571731383	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	10/26/2010 12:00:00 AM
572151382	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/6/2011 12:00:00 AM
572162384	604	 	HAYNES	DR	CLARKDALE	ARIZONA	86324	3/22/2012 12:00:00 AM
572619287	10823	W	COTTONTAIL	LN	PEORIA	ARIZONA	85383	11/28/2011 12:00:00 AM
572629286	630	 	GREY FOX	RDG	COTTONWOOD	ARIZONA	86326	11/10/2011 12:00:00 AM
572756287	3729	 	WILLOW	WAY	NACO	ARIZONA	85620	6/22/2011 12:00:00 AM
572789283	3805	E	LOS OLIVOS	DR	SAN LUIS	ARIZONA	85349	3/5/2012 12:00:00 AM
572932382	10032	W	PATRICK	LN	PEORIA	ARIZONA	85383	4/2/2012 12:00:00 AM
572977282	16131	W	HUALAPAI	ST	GOODYEAR	ARIZONA	85338	3/25/2011 12:00:00 AM
573052386	2904	 	JANICE	CT	PRESCOTT	ARIZONA	86301	12/19/2011 12:00:00 AM
573087286	4705	E	CAREFREE	HWY	CAVE CREEK	ARIZONA	85331	5/2/2011 12:00:00 AM
573099287	396	N	FIGUEROA	DR	SAN LUIS	ARIZONA	85349	3/27/2012 12:00:00 AM
573102385	10224	E	PINNACLE PEAK	RD	SCOTTSDALE	ARIZONA	85255	6/24/2011 12:00:00 AM
573181386	28748	 	129	LN	PEORIA	ARIZONA	85383	10/7/2011 12:00:00 AM
573222380	19286	N	107	ST	SCOTTSDALE	ARIZONA	85255	9/20/2011 12:00:00 AM
573357283	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	12/17/2010 12:00:00 AM
573381388	821	N	4	AVE	PHOENIX	ARIZONA	85003	5/20/2011 12:00:00 AM
573389288	344	N	EMMANUEL	AVE	SAN LUIS	ARIZONA	85349	4/28/2011 12:00:00 AM
573417281	1831	N	165	AVE	GOODYEAR	ARIZONA	85395	12/1/2011 12:00:00 AM
573530380	17650	W	ELLIOT	RD	GOODYEAR	ARIZONA	85338	3/2/2011 12:00:00 AM
573538286	5135	N	193	DR	LITCHFIELD PARK	ARIZONA	85340	2/10/2011 12:00:00 AM
573581386	3300	W	L BAR L	RD	PRESCOTT	ARIZONA	86305	4/19/2011 12:00:00 AM
573831384	15522	W	ROOSEVELT	ST	GOODYEAR	ARIZONA	85338	11/29/2010 12:00:00 AM
573861381	874	N	PICACHO	ST	CASA GRANDE	ARIZONA	85122	1/20/2011 12:00:00 AM
573952282	11276	E	GREYTHORN	DR	SCOTTSDALE	ARIZONA	85262	5/9/2011 12:00:00 AM
574010386	1600	 	PETROGLYPH POINT	RD	PRESCOTT	ARIZONA	86301	6/2/2011 12:00:00 AM
574112386	100	E	AIRPORT	 	PAYSON	ARIZONA	85541	7/14/2011 12:00:00 AM
574181381	10325	 	COMPASS	 	PARKER	ARIZONA	85344	3/16/2011 12:00:00 AM
574308287	8433	N	181	DR	WADDELL	ARIZONA	85355	2/23/2012 12:00:00 AM
574342386	1430	 	GREENBACK VALLEY	RD	TONTO BASIN	ARIZONA	85553	11/14/2011 12:00:00 AM
574379288	20025	N	20	ST	PHOENIX	ARIZONA	85024	3/13/2012 12:00:00 AM
574389284	350	S	BINGHAM	WAY	SOMERTON	ARIZONA	85350	2/9/2011 12:00:00 AM
574457287	36600	N	PIMA	RD	CAREFREE	ARIZONA	85377	9/22/2011 12:00:00 AM
574569289	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
574671384	55	 	PASEO DEL ORO	 	SEDONA	ARIZONA	86336	5/26/2011 12:00:00 AM
575132387	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
575138289	19349	W	OREGON	AVE	LITCHFIELD PARK	ARIZONA	85340	4/16/2012 12:00:00 AM
575181381	4450	W	SWEETWATER	AVE	GLENDALE	ARIZONA	85304	5/18/2011 12:00:00 AM
575232389	15351	W	BELL	RD	SURPRISE	ARIZONA	85374	10/10/2011 12:00:00 AM
575861387	431	E	2	AVE	AJO	ARIZONA	85321	2/9/2011 12:00:00 AM
575977287	9227	W	ALYSSA	LN	PEORIA	ARIZONA	85383	3/24/2011 12:00:00 AM
576207281	4001	N	GANNET	WAY	FLAGSTAFF	ARIZONA	86004	3/10/2011 12:00:00 AM
576271380	6923	N	BDI	BLVD	DOUGLAS	ARIZONA	85607	2/14/2011 12:00:00 AM
576501380	34604	N	LEGEND TRAIL	PKWY	SCOTTSDALE	ARIZONA	85262	1/25/2012 12:00:00 AM
576608285	16000	W	ASHLAND	AVE	GOODYEAR	ARIZONA	85395	1/27/2011 12:00:00 AM
576760381	29234	N	128	LN	PEORIA	ARIZONA	85383	7/19/2011 12:00:00 AM
576841387	605	S	14	PL	PHOENIX	ARIZONA	85034	5/4/2011 12:00:00 AM
576865281	12430	W	DENTON	ST	LITCHFIELD PARK	ARIZONA	85340	2/24/2011 12:00:00 AM
