Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
25849287	6501	E	GREENWAY	PKWY	SCOTTSDALE	ARIZONA	85254	6/7/2011 12:00:00 AM
25851388	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
25861384	708	N	GC PIAUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
26097287	18530	W	MONTEBELLO	AVE	LITCHFIELD PARK	ARIZONA	85340	2/15/2012 12:00:00 AM
26131384	22891	N	PIMA	RD	SCOTTSDALE	ARIZONA	85255	12/28/2011 12:00:00 AM
26301387	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
26302381	803	 	AUTUMN BREEZE	 	PRESCOTT	ARIZONA	86303	9/21/2011 12:00:00 AM
26328280	18357	N	CANAL	DR	SURPRISE	ARIZONA	85374	12/22/2011 12:00:00 AM
26387288	9145	W	BUCKHORN	TRL	PEORIA	ARIZONA	85383	3/24/2011 12:00:00 AM
26399286	34451	S	BRONCO	DR	RED ROCK	ARIZONA	85145	12/9/2011 12:00:00 AM
26431382	10155	W	THUNDERBIRD	BLVD	SUN CITY	ARIZONA	85351	1/13/2011 12:00:00 AM
26547282	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	12/2/2011 12:00:00 AM
26649280	29767	N	129	DR	PEORIA	ARIZONA	85383	1/17/2012 12:00:00 AM
26688282	9847	W	HARMONY	LN	PEORIA	ARIZONA	85382	12/14/2010 12:00:00 AM
26705281	2041	E	MONREAL	LN	SAN LUIS	ARIZONA	85349	8/30/2011 12:00:00 AM
26832387	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/8/2012 12:00:00 AM
26899280	12806	E	49	DR	YUMA	ARIZONA	85367	1/13/2011 12:00:00 AM
26951383	9184	N	MORNING GLORY	RD	PARADISE VALLEY	ARIZONA	85253	3/28/2012 12:00:00 AM
27101387	7908	E	42	PL	YUMA	ARIZONA	85365	6/3/2011 12:00:00 AM
27152385	1205	E	KANDAHAR	 	FLAGSTAFF	ARIZONA	86004	12/29/2011 12:00:00 AM
27291388	127	N	STOUT	RD	GILA BEND	ARIZONA	85337	5/24/2011 12:00:00 AM
27361384	460	 	HOMESTEAD MESA	DR	CHINO VALLEY	ARIZONA	86323	3/25/2011 12:00:00 AM
27497281	16791	W	SHILOH	AVE	GOODYEAR	ARIZONA	85338	2/13/2012 12:00:00 AM
27572381	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
27617288	28551	N	67	DR	PEORIA	ARIZONA	85383	11/28/2011 12:00:00 AM
27762385	330	W	BELL	RD	PHOENIX	ARIZONA	85023	3/2/2012 12:00:00 AM
28132388	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
28140382	15257	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85254	2/10/2012 12:00:00 AM
28187285	12322	W	VILLA CHULA	LN	SUN CITY WEST	ARIZONA	85375	3/21/2011 12:00:00 AM
28281385	35250	 	AVENUE 42E	 	BOUSE	ARIZONA	85325	5/5/2011 12:00:00 AM
28340380	98	N	193	AVE	BUCKEYE	ARIZONA	85326	7/1/2011 12:00:00 AM
28422386	2217	W	HAPPY VALLEY	RD	PHOENIX	ARIZONA	85085	9/2/2011 12:00:00 AM
28440385	112	N	193	AVE	BUCKEYE	ARIZONA	85326	6/15/2011 12:00:00 AM
28624286	1478	N	DESERT WILLOW	ST	CASA GRANDE	ARIZONA	85122	1/27/2011 12:00:00 AM
28756281	5715	E	27	PL	YUMA	ARIZONA	85365	11/30/2010 12:00:00 AM
28761382	3197	W	SONORAN DESERT	DR	PHOENIX	ARIZONA	85085	4/25/2011 12:00:00 AM
28828288	853	N	HIGHWAY 89	 	CHINO VALLEY	ARIZONA	86323	2/17/2011 12:00:00 AM
28840385	668	 	AIRPARK	RD	COTTONWOOD	ARIZONA	86326	9/22/2011 12:00:00 AM
28841387	17544	W	REDWOOD	LN	GOODYEAR	ARIZONA	85338	11/16/2010 12:00:00 AM
28997284	8344	N	180	DR	WADDELL	ARIZONA	85355	4/13/2012 12:00:00 AM
29281388	11237	E	TROON MOUNTAIN	DR	SCOTTSDALE	ARIZONA	85255	3/29/2011 12:00:00 AM
29289280	368	N	EMMANUEL	AVE	SAN LUIS	ARIZONA	85349	3/21/2011 12:00:00 AM
29302389	125	W	40	ST	YUMA	ARIZONA	85365	6/27/2011 12:00:00 AM
29528281	333	S	225	AVE	BUCKEYE	ARIZONA	85326	1/26/2012 12:00:00 AM
29608286	15825	W	ALVARADO	DR	GOODYEAR	ARIZONA	85395	2/15/2011 12:00:00 AM
29651384	255	 	LIZARD	LN	QUARTZSITE	ARIZONA	85346	12/6/2010 12:00:00 AM
29698282	16413	N	91	ST	SCOTTSDALE	ARIZONA	85260	1/26/2012 12:00:00 AM
29851389	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
29942384	850	S	HWY 85	 	AJO	ARIZONA	85321	3/8/2012 12:00:00 AM
30171383	14140	W	MCDOWELL	RD	GOODYEAR	ARIZONA	85395	12/23/2011 12:00:00 AM
30171388	1542	N	4	AVE	SAN LUIS	ARIZONA	85349	2/14/2011 12:00:00 AM
30198289	9822	W	MELINDA	LN	PEORIA	ARIZONA	85382	1/7/2011 12:00:00 AM
30221387	3148	E	MOHAWK	LN	PHOENIX	ARIZONA	85050	3/16/2011 12:00:00 AM
30241380	1746	N	SCHULTZ	ST	CASA GRANDE	ARIZONA	85122	2/11/2011 12:00:00 AM
30478280	1529	W	OBERLIN	WAY	PHOENIX	ARIZONA	85085	1/19/2012 12:00:00 AM
30500383	3683	W	37	PL	YUMA	ARIZONA	85365	6/10/2011 12:00:00 AM
30528288	317	S	225	AVE	BUCKEYE	ARIZONA	85326	3/21/2012 12:00:00 AM
30538286	19252	W	OREGON	AVE	LITCHFIELD PARK	ARIZONA	85340	8/29/2011 12:00:00 AM
30662380	1260	 	GAIL GARDNER	WAY	PRESCOTT	ARIZONA	86305	3/27/2012 12:00:00 AM
30749288	12941	W	CALEB	RD	PEORIA	ARIZONA	85383	12/10/2010 12:00:00 AM
30824281	1476	N	DESERT WILLOW	ST	CASA GRANDE	ARIZONA	85122	1/27/2011 12:00:00 AM
30932385	70691	 	GRAPE	 	WENDEN	ARIZONA	85357	10/25/2011 12:00:00 AM
31201386	10540	S	AVENUE 14E	 	YUMA	ARIZONA	85367	12/22/2010 12:00:00 AM
31261384	21605	 	BLACK MOUNTAIN	PKWY	PHOENIX	ARIZONA	85050	1/7/2011 12:00:00 AM
31271386	986	W	3	ST	YUMA	ARIZONA	85364	3/15/2011 12:00:00 AM
31288286	12608	S	COLINA	AVE	YUMA	ARIZONA	85367	9/16/2011 12:00:00 AM
31312386	133	W	6	ST	TEMPE	ARIZONA	85281	8/23/2011 12:00:00 AM
31587280	16277	W	YAVAPAI	ST	GOODYEAR	ARIZONA	85338	12/6/2010 12:00:00 AM
31712389	3036	 	NATALIE	CIR	GLOBE	ARIZONA	85501	8/26/2011 12:00:00 AM
31732381	444	 	CASA DE CAMPO	DR	PRESCOTT	ARIZONA	86301	12/2/2011 12:00:00 AM
31818282	31972	N	127	LN	PEORIA	ARIZONA	85383	10/7/2011 12:00:00 AM
31859281	12975	N	94	PL	SCOTTSDALE	ARIZONA	85260	3/29/2012 12:00:00 AM
31863280	17013	N	WHITE TANK VISTA	 	SURPRISE	ARIZONA	85374	6/17/2011 12:00:00 AM
31887282	16888	W	HAMMOND	ST	GOODYEAR	ARIZONA	85338	6/15/2011 12:00:00 AM
32068280	27722	N	58	DR	PHOENIX	ARIZONA	85083	4/12/2012 12:00:00 AM
32722387	4710	N	5	ST	PHOENIX	ARIZONA	85012	10/20/2011 12:00:00 AM
32738284	44017	N	50	AVE	NEW RIVER	ARIZONA	85087	3/30/2011 12:00:00 AM
32811384	29239	N	129	AVE	PEORIA	ARIZONA	85383	3/28/2012 12:00:00 AM
32912388	36418	N	MULE TRAIN	RD	CAREFREE	ARIZONA	85377	11/1/2011 12:00:00 AM
32928287	19558	W	MORNING GLORY	ST	BUCKEYE	ARIZONA	85326	4/21/2011 12:00:00 AM
32981388	2238	 	STELLAR	DR	CHINO VALLEY	ARIZONA	86323	4/9/2012 12:00:00 AM
33242389	43	N	ERICKSON	 	PARKS	ARIZONA	86018	2/16/2012 12:00:00 AM
33278286	9200	W	UNION HILLS	DR	PEORIA	ARIZONA	85382	1/21/2011 12:00:00 AM
33310385	1600	 	CALIFORNIA	AVE	PARKER	ARIZONA	85344	3/16/2011 12:00:00 AM
33358284	8945	E	SPURR	LN	PRESCOTT VALLEY	ARIZONA	86315	5/16/2011 12:00:00 AM
33412386	10167	N	ENCORE	DR	CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
33462384	14775	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85254	2/29/2012 12:00:00 AM
33760387	12926	W	KATHARINE	WAY	PEORIA	ARIZONA	85383	12/2/2010 12:00:00 AM
33908285	21074	W	WYCLIFF	CT	BUCKEYE	ARIZONA	85396	4/4/2011 12:00:00 AM
34008283	7976	E	37	ST	YUMA	ARIZONA	85365	3/10/2011 12:00:00 AM
34071386	7198	E	JOMAX	RD	SCOTTSDALE	ARIZONA	85266	4/1/2011 12:00:00 AM
34081386	603	S	LAKEVIEW	 	PRESCOTT	ARIZONA	86301	10/20/2011 12:00:00 AM
34232389	824	 	3	ST	DOUGLAS	ARIZONA	85607	10/13/2011 12:00:00 AM
34331383	23919	N	23	PL	PHOENIX	ARIZONA	85024	12/13/2010 12:00:00 AM
34369282	5332	E	BARWICK	DR	CAVE CREEK	ARIZONA	85331	6/21/2011 12:00:00 AM
34677284	9365	W	ALYSSA	LN	PEORIA	ARIZONA	85383	3/2/2012 12:00:00 AM
34702382	133	W	6	ST	TEMPE	ARIZONA	85281	8/23/2011 12:00:00 AM
34889280	2333	E	BERMUDEZ	ST	SAN LUIS	ARIZONA	85349	1/19/2012 12:00:00 AM
35000381	13420	N	AUTOSHOW	AVE	SURPRISE	ARIZONA	85388	3/9/2011 12:00:00 AM
35002382	105	 	FIRST MAN	 	CAMP VERDE	ARIZONA	86322	1/10/2012 12:00:00 AM
35011381	13553	E	GOLD DUST	AVE	SCOTTSDALE	ARIZONA	85259	11/14/2011 12:00:00 AM
35069280	1521	E	2	ST	WINSLOW	ARIZONA	86047	12/20/2010 12:00:00 AM
35097286	18524	W	MONTEBELLO	AVE	LITCHFIELD PARK	ARIZONA	85340	3/16/2012 12:00:00 AM
35110387	6567	E	34	ST	YUMA	ARIZONA	85365	6/23/2011 12:00:00 AM
35159282	21412	N	262	LN	BUCKEYE	ARIZONA	85396	3/26/2012 12:00:00 AM
35237281	12130	W	PATRICK	LN	SUN CITY	ARIZONA	85373	3/12/2012 12:00:00 AM
35277286	17873	W	VALENTINE	ST	SURPRISE	ARIZONA	85388	4/3/2012 12:00:00 AM
35338280	19313	W	OREGON	AVE	LITCHFIELD PARK	ARIZONA	85340	8/17/2011 12:00:00 AM
35461383	14551	W	GRAND	AVE	SURPRISE	ARIZONA	85374	12/29/2010 12:00:00 AM
35661385	224	S	MAIN	ST	ELOY	ARIZONA	85131	3/1/2011 12:00:00 AM
35698289	27408	N	19	DR	PHOENIX	ARIZONA	85085	4/11/2012 12:00:00 AM
35761385	14	 	DOUGLAS	RD	BISBEE	ARIZONA	85603	4/19/2011 12:00:00 AM
35868281	8088	 	SONOMA	WAY	FLORENCE	ARIZONA	85132	7/5/2011 12:00:00 AM
35871385	5080	E	BOULDER CANYON	DR	CORNVILLE	ARIZONA	86325	4/25/2011 12:00:00 AM
35929283	20401	N	269	DR	BUCKEYE	ARIZONA	85396	12/23/2010 12:00:00 AM
35986283	20501	W	HAMILTON	ST	BUCKEYE	ARIZONA	85396	6/27/2011 12:00:00 AM
36038280	3734	E	CAT BALUE	DR	PHOENIX	ARIZONA	85050	11/9/2011 12:00:00 AM
36132387	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	11/18/2011 12:00:00 AM
36141382	17140	S	175	DR	GOODYEAR	ARIZONA	85338	11/2/2010 12:00:00 AM
36222381	319	 	REGENT	ST	FLAGSTAFF	ARIZONA	86001	8/25/2011 12:00:00 AM
36230380	1731	W	DESPERADO	WAY	PHOENIX	ARIZONA	85085	5/17/2011 12:00:00 AM
36332388	3267	E	COLCORD	RD	PAYSON	ARIZONA	85541	10/21/2011 12:00:00 AM
36402387	705	E	WASHINGTON	 	PHOENIX	ARIZONA	85034	6/27/2011 12:00:00 AM
36407285	16754	W	ADAMS	ST	GOODYEAR	ARIZONA	85338	6/27/2011 12:00:00 AM
36415289	17025	N	WHITE TANK VISTA	 	SURPRISE	ARIZONA	85374	6/17/2011 12:00:00 AM
36471388	10755	N	124	ST	SCOTTSDALE	ARIZONA	85259	5/19/2011 12:00:00 AM
36565282	12320	W	DENTON	ST	LITCHFIELD PARK	ARIZONA	85340	5/18/2011 12:00:00 AM
36649280	30047	N	WHIPSAW	RD	PEORIA	ARIZONA	85383	10/5/2011 12:00:00 AM
36680386	2001	S	FOREST SERVICE ROAD 623	 	PRESCOTT	ARIZONA	86303	5/6/2011 12:00:00 AM
36741380	4175	N	GOLDWATER	BLVD	SCOTTSDALE	ARIZONA	85251	10/26/2010 12:00:00 AM
36858280	42108	 	ABEL	WAY	SALOME	ARIZONA	85348	1/20/2012 12:00:00 AM
36981383	25054	N	47	LN	PHOENIX	ARIZONA	85083	10/5/2011 12:00:00 AM
36991381	9474	 	DOWS RANCH	RD	PRESCOTT VALLEY	ARIZONA	86315	8/15/2011 12:00:00 AM
37307284	16762	W	ADAMS	ST	GOODYEAR	ARIZONA	85338	6/30/2011 12:00:00 AM
37351380	10530	E	STAGECOACH PASS	RD	SCOTTSDALE	ARIZONA	85262	2/8/2012 12:00:00 AM
37431380	901	S	WESTERLY	DR	PAYSON	ARIZONA	85541	5/11/2011 12:00:00 AM
37472388	26650	W	DREAMY DRAW	RD	CASA GRANDE	ARIZONA	85193	3/28/2012 12:00:00 AM
37651382	400	 	GC PAIUTE LCOM-4	RD	GRAND CANYON	ARIZONA	86023	6/16/2011 12:00:00 AM
37688289	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
37709288	17662	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	10/26/2010 12:00:00 AM
37840383	126	N	193	AVE	BUCKEYE	ARIZONA	85326	7/13/2011 12:00:00 AM
37851387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
37888280	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
37927285	12125	W	PATRICK	LN	SUN CITY	ARIZONA	85373	12/13/2011 12:00:00 AM
38018287	21025	W	WYCLIFF	DR	BUCKEYE	ARIZONA	85396	5/19/2011 12:00:00 AM
38049281	6059	E	OVERLOOK	LN	YUMA	ARIZONA	85365	2/22/2012 12:00:00 AM
38138280	32817	N	16	GLN	PHOENIX	ARIZONA	85085	4/18/2011 12:00:00 AM
38530385	9860	S	ESTRELLA	 	GOODYEAR	ARIZONA	85338	10/10/2011 12:00:00 AM
38691385	8175	NW	GRAND	AVE	PEORIA	ARIZONA	85345	8/5/2011 12:00:00 AM
38769288	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	11/23/2010 12:00:00 AM
38818282	18273	 	CAMINO REAL	DR	SURPRISE	ARIZONA	85374	1/31/2012 12:00:00 AM
38861382	674	S	MAY	AVE	YUMA	ARIZONA	85364	5/16/2011 12:00:00 AM
38912288	10152	E	CAVEDALE	DR	SCOTTSDALE	ARIZONA	85262	3/25/2011 12:00:00 AM
38997284	5433	W	DESPERADO	 	PHOENIX	ARIZONA	85083	7/18/2011 12:00:00 AM
39061385	5413	S	RUSSELL	RD	GLOBE	ARIZONA	85501	12/21/2010 12:00:00 AM
39157282	12564	 	154	AVE	SURPRISE	ARIZONA	85379	3/11/2011 12:00:00 AM
39411380	1900	W	30	ST	YUMA	ARIZONA	85364	11/16/2010 12:00:00 AM
39518286	11533	E	24	LN	YUMA	ARIZONA	85367	7/14/2011 12:00:00 AM
39751389	833	N	COOPER	RD	GILBERT	ARIZONA	85233	12/15/2011 12:00:00 AM
39769289	30320	N	54	ST	CAVE CREEK	ARIZONA	85331	12/14/2011 12:00:00 AM
40011388	20936	N	109	PL	SCOTTSDALE	ARIZONA	85255	3/9/2011 12:00:00 AM
40042388	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
40198289	9826	W	MELINDA	LN	PEORIA	ARIZONA	85382	1/3/2011 12:00:00 AM
40361382	604	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
40569289	15323	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85254	12/1/2011 12:00:00 AM
40818281	5549	E	35	ST	YUMA	ARIZONA	85365	10/28/2011 12:00:00 AM
40987285	18617	W	LUKE	AVE	LITCHFIELD PARK	ARIZONA	85340	10/10/2011 12:00:00 AM
41212384	133	W	6	ST	TEMPE	ARIZONA	85281	8/23/2011 12:00:00 AM
41219284	9555	W	FRANK	AVE	PEORIA	ARIZONA	85382	11/16/2011 12:00:00 AM
41350387	10001	N	11	AVE	PHOENIX	ARIZONA	85021	5/4/2011 12:00:00 AM
41547280	16202	W	GRANADA	RD	GOODYEAR	ARIZONA	85395	12/7/2011 12:00:00 AM
41812382	5024	N	7	ST	PHOENIX	ARIZONA	85014	8/29/2011 12:00:00 AM
41997283	2142	W	SCULLY	DR	PHOENIX	ARIZONA	85023	12/7/2011 12:00:00 AM
42048280	21535	N	58	AVE	GLENDALE	ARIZONA	85308	1/21/2011 12:00:00 AM
42087281	9381	W	ALYSSA	LN	PEORIA	ARIZONA	85383	8/12/2011 12:00:00 AM
42187289	14921	W	GEORGIA	DR	SURPRISE	ARIZONA	85379	2/10/2012 12:00:00 AM
42197282	16740	W	MAGNOLIA	ST	GOODYEAR	ARIZONA	85338	5/27/2011 12:00:00 AM
42209284	18835	N	THOMPSON PEAK	PKWY	SCOTTSDALE	ARIZONA	85255	9/20/2011 12:00:00 AM
42241387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
42251380	3400	S	KOFA	DR	FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
42312389	490	 	ELK RIDGE	RD	YOUNG	ARIZONA	85554	7/15/2011 12:00:00 AM
42351381	3400	 	KOFA	 	FLAGSTAFF	ARIZONA	86001	11/18/2010 12:00:00 AM
42498286	9830	W	MELINDA	LN	PEORIA	ARIZONA	85382	12/27/2010 12:00:00 AM
42721381	17714	W	REDWOOD	LN	GOODYEAR	ARIZONA	85338	11/4/2010 12:00:00 AM
43052387	 	 	W/O HWY 77 WEAN TO FINISH	 	HOLBROOK	ARIZONA	86025	12/16/2011 12:00:00 AM
43069282	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	11/19/2010 12:00:00 AM
43098281	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/19/2010 12:00:00 AM
43222381	1128	 	COMMERCE	DR	PRESCOTT	ARIZONA	86305	2/24/2012 12:00:00 AM
43321388	4070	N	9	ST	PHOENIX	ARIZONA	85014	10/26/2010 12:00:00 AM
43428284	11250	E	HIGHWAY 69	 	DEWEY	ARIZONA	86327	7/7/2011 12:00:00 AM
43547288	2300	N	162	AVE	GOODYEAR	ARIZONA	85395	4/5/2011 12:00:00 AM
43687284	10185	W	WIZARD	LN	PEORIA	ARIZONA	85383	11/21/2011 12:00:00 AM
43709285	17668	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	10/28/2010 12:00:00 AM
43732389	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
43861382	985	S	APACHE KNOLLS	TRL	DEWEY	ARIZONA	86327	3/22/2011 12:00:00 AM
44241387	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	11/1/2010 12:00:00 AM
44258282	17845	W	VERDIN	RD	GOODYEAR	ARIZONA	85338	4/11/2012 12:00:00 AM
44261383	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/6/2011 12:00:00 AM
44261389	1112	S	16	ST	PHOENIX	ARIZONA	85034	2/3/2011 12:00:00 AM
44397288	16832	W	WATKINS	ST	GOODYEAR	ARIZONA	85338	2/9/2011 12:00:00 AM
44428280	22635	W	LOMA LINDA	BLVD	BUCKEYE	ARIZONA	85326	7/18/2011 12:00:00 AM
44432380	15351	W	BELL	RD	SURPRISE	ARIZONA	85374	10/18/2011 12:00:00 AM
44702382	133	W	6	ST	TEMPE	ARIZONA	85281	8/23/2011 12:00:00 AM
44791383	9752	W	BELL	RD	SUN CITY	ARIZONA	85351	5/10/2011 12:00:00 AM
44841386	15430	N	25	ST	PHOENIX	ARIZONA	85032	11/4/2010 12:00:00 AM
44849286	2148	S	238	LN	BUCKEYE	ARIZONA	85326	6/15/2011 12:00:00 AM
45159282	21368	N	262	LN	BUCKEYE	ARIZONA	85396	4/13/2012 12:00:00 AM
45328287	21016	W	SAIDE	CT	BUCKEYE	ARIZONA	85396	8/3/2011 12:00:00 AM
45408281	18004	W	GRISWOLD	DR	WADDELL	ARIZONA	85355	8/31/2011 12:00:00 AM
45430380	44	 	IRONWOOD	RD	QUARTZSITE	ARIZONA	85346	11/1/2011 12:00:00 AM
45581383	13002	E	LARKSPUR	DR	SCOTTSDALE	ARIZONA	85259	10/27/2011 12:00:00 AM
45601387	123	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/30/2011 12:00:00 AM
45618285	17858	W	DAHLIA	DR	SURPRISE	ARIZONA	85388	11/30/2011 12:00:00 AM
45749288	2164	S	238	LN	BUCKEYE	ARIZONA	85326	8/4/2011 12:00:00 AM
45851385	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
46122382	418	S	3	AVE	AVONDALE	ARIZONA	85323	9/27/2011 12:00:00 AM
46151380	1001	S	TOVERYVILLE	RD	BISBEE	ARIZONA	85603	8/5/2011 12:00:00 AM
46281382	505	E	RAYSUN	LN	CAMP VERDE	ARIZONA	86322	6/13/2011 12:00:00 AM
46476282	17121	N	184	LN	SURPRISE	ARIZONA	85374	11/4/2010 12:00:00 AM
46538281	19149	W	PASADENA	AVE	LITCHFIELD PARK	ARIZONA	85340	12/7/2011 12:00:00 AM
46551387	1856	 	AZ HIGHWAY 260	 	FOREST LAKES	ARIZONA	85931	4/21/2011 12:00:00 AM
46631383	4999	N	PRIMROSE	WAY	FLAGSTAFF	ARIZONA	86001	7/29/2011 12:00:00 AM
46671384	9918	E	LARKSPUR	DR	SCOTTSDALE	ARIZONA	85260	6/10/2011 12:00:00 AM
46731388	4040	N	22	AVE	PHOENIX	ARIZONA	85015	5/19/2011 12:00:00 AM
46751389	24535	N	168	LN	SURPRISE	ARIZONA	85387	10/21/2011 12:00:00 AM
46761380	431	E	2	AVE	AJO	ARIZONA	85321	2/9/2011 12:00:00 AM
46912383	10167	N	ENCORE	DR	CASA GRANDE	ARIZONA	85122	7/27/2011 12:00:00 AM
47038282	5031	N	193	DR	LITCHFIELD PARK	ARIZONA	85340	7/11/2011 12:00:00 AM
47157289	18239	W	PALO VERDE	AVE	WADDELL	ARIZONA	85355	3/23/2011 12:00:00 AM
47185284	8192	E	ADOBE RIDGE	RD	YUMA	ARIZONA	85365	7/22/2011 12:00:00 AM
47301381	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
47338288	21110	E	LEGEND	DR	RED ROCK	ARIZONA	85145	11/4/2011 12:00:00 AM
47351389	889	 	CENTRAL	 	QUARTZSITE	ARIZONA	85346	1/12/2011 12:00:00 AM
47532389	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/8/2012 12:00:00 AM
47599285	3306	E	AMANDA AGUIRRE	CT	SAN LUIS	ARIZONA	85349	11/10/2011 12:00:00 AM
47627282	12231	W	VILLA CHULA	LN	SUN CITY	ARIZONA	85373	7/29/2011 12:00:00 AM
47776282	20694	W	WESTERN	DR	BUCKEYE	ARIZONA	85396	10/18/2011 12:00:00 AM
47832384	2631	N	PRINCETON	DR	FLORENCE	ARIZONA	85132	11/23/2011 12:00:00 AM
47847281	1125	W	PINNACLE PEAK	RD	PHOENIX	ARIZONA	85027	4/20/2011 12:00:00 AM
48001389	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
48030389	1727	W	DESPERADO	WAY	PHOENIX	ARIZONA	85085	8/3/2011 12:00:00 AM
48110385	18527	W	STATLER	ST	SURPRISE	ARIZONA	85388	10/14/2011 12:00:00 AM
48348289	43616	N	47	DR	NEW RIVER	ARIZONA	85087	3/20/2012 12:00:00 AM
48717288	3259	N	CLANTON	ST	BUCKEYE	ARIZONA	85396	3/28/2012 12:00:00 AM
48827284	12220	W	JESSIE	CT	SUN CITY	ARIZONA	85373	7/29/2011 12:00:00 AM
48942385	100	S	MOON MOUNTAIN	AVE	QUARTZSITE	ARIZONA	85346	1/6/2012 12:00:00 AM
48951384	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
48988287	124	N	CALIFORNIA	ST	CHANDLER	ARIZONA	85225	11/18/2010 12:00:00 AM
49012389	121	W	6	ST	TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
49037288	12137	W	PATRICK	LN	SUN CITY	ARIZONA	85373	7/26/2011 12:00:00 AM
49157282	15388	 	COLUMBINE	DR	SURPRISE	ARIZONA	85379	3/9/2012 12:00:00 AM
49171389	4710	N	5	ST	PHOENIX	ARIZONA	85012	3/30/2012 12:00:00 AM
49201380	912	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	1/25/2011 12:00:00 AM
49310381	131	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/23/2011 12:00:00 AM
49361388	2105	E	8	ST	DOUGLAS	ARIZONA	85607	2/9/2011 12:00:00 AM
49391389	1101	 	NORRIS	RD	PRESCOTT	ARIZONA	86305	5/23/2011 12:00:00 AM
49440388	140	N	193	AVE	BUCKEYE	ARIZONA	85326	9/9/2011 12:00:00 AM
49472385	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
49597288	16983	W	WATKINS	ST	GOODYEAR	ARIZONA	85338	7/7/2011 12:00:00 AM
49611389	1039	 	BOULDER	DR	CAREFREE	ARIZONA	85377	2/24/2012 12:00:00 AM
50197281	18403	W	LUKE	AVE	LITCHFIELD PARK	ARIZONA	85340	10/10/2011 12:00:00 AM
50398280	5309	E	HALLIHAN	DR	CAVE CREEK	ARIZONA	85331	12/8/2011 12:00:00 AM
50432381	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
50519281	9557	W	FRANK	AVE	PEORIA	ARIZONA	85382	12/1/2011 12:00:00 AM
50641388	42320	S	OLD US HWY 80	 	GILA BEND	ARIZONA	85337	6/30/2011 12:00:00 AM
50660388	7736	E	SHEA	BLVD	SCOTTSDALE	ARIZONA	85260	11/9/2011 12:00:00 AM
50741386	8503	N	SCOTTSDALE	 	PARADISE VALLEY	ARIZONA	85253	1/5/2011 12:00:00 AM
50932387	20045	N	19	AVE	PHOENIX	ARIZONA	85027	2/29/2012 12:00:00 AM
50938280	44013	N	50	AVE	NEW RIVER	ARIZONA	85087	1/18/2011 12:00:00 AM
